county,precinct,office,district,party,candidate,votes,absentee,poll
Chelan,32,U.S. Senate,,R,George Nethercutt,174,129,45
Chelan,33,U.S. Senate,,R,George Nethercutt,58,54,4
Chelan,34,U.S. Senate,,R,George Nethercutt,27,25,2
Chelan,35,U.S. Senate,,R,George Nethercutt,12,12,0
Chelan,36,U.S. Senate,,R,George Nethercutt,260,223,37
Chelan,37,U.S. Senate,,R,George Nethercutt,5,5,0
Chelan,38,U.S. Senate,,R,George Nethercutt,9,9,0
Chelan,39,U.S. Senate,,R,George Nethercutt,274,238,36
Chelan,40,U.S. Senate,,R,George Nethercutt,34,34,0
Chelan,41,U.S. Senate,,R,George Nethercutt,230,221,9
Chelan,42,U.S. Senate,,R,George Nethercutt,190,155,35
Chelan,43 CHE,U.S. Senate,,R,George Nethercutt,238,204,34
Chelan,44 CHE,U.S. Senate,,R,George Nethercutt,327,287,40
Chelan,45 CHE,U.S. Senate,,R,George Nethercutt,312,257,55
Chelan,46,U.S. Senate,,R,George Nethercutt,186,155,31
Chelan,47,U.S. Senate,,R,George Nethercutt,352,335,17
Chelan,48 CAS,U.S. Senate,,R,George Nethercutt,179,128,51
Chelan,49 CAS,U.S. Senate,,R,George Nethercutt,286,221,65
Chelan,50 CAS,U.S. Senate,,R,George Nethercutt,284,212,72
Chelan,51 WEN,U.S. Senate,,R,George Nethercutt,375,317,58
Chelan,52 WEN,U.S. Senate,,R,George Nethercutt,410,344,66
Chelan,53 WEN,U.S. Senate,,R,George Nethercutt,432,353,79
Chelan,54 WEN,U.S. Senate,,R,George Nethercutt,423,348,75
Chelan,55 WEN,U.S. Senate,,R,George Nethercutt,316,258,58
Chelan,56 WEN,U.S. Senate,,R,George Nethercutt,252,197,55
Chelan,57 WEN,U.S. Senate,,R,George Nethercutt,415,305,110
Chelan,58 WEN,U.S. Senate,,R,George Nethercutt,315,238,77
Chelan,59 WEN,U.S. Senate,,R,George Nethercutt,402,338,64
Chelan,60 WEN,U.S. Senate,,R,George Nethercutt,328,262,66
Chelan,61 WEN,U.S. Senate,,R,George Nethercutt,518,419,99
Chelan,62 WEN,U.S. Senate,,R,George Nethercutt,477,412,65
Chelan,63 WEN,U.S. Senate,,R,George Nethercutt,370,307,63
Chelan,64 WEN,U.S. Senate,,R,George Nethercutt,303,247,56
Chelan,65 WEN,U.S. Senate,,R,George Nethercutt,309,246,63
Chelan,66 WEN,U.S. Senate,,R,George Nethercutt,357,271,86
Chelan,67 WEN,U.S. Senate,,R,George Nethercutt,234,177,57
Chelan,68 LEV,U.S. Senate,,R,George Nethercutt,252,201,51
Chelan,69 LEV,U.S. Senate,,R,George Nethercutt,283,216,67
Chelan,70,U.S. Senate,,R,George Nethercutt,268,218,50
Chelan,71,U.S. Senate,,R,George Nethercutt,481,352,129
Chelan,72,U.S. Senate,,R,George Nethercutt,468,384,84
Chelan,73,U.S. Senate,,R,George Nethercutt,419,364,55
Chelan,74,U.S. Senate,,R,George Nethercutt,451,388,63
Chelan,75,U.S. Senate,,R,George Nethercutt,203,180,23
Chelan,76,U.S. Senate,,R,George Nethercutt,202,156,46
Chelan,77,U.S. Senate,,R,George Nethercutt,399,337,62
Chelan,78,U.S. Senate,,R,George Nethercutt,32,31,1
Chelan,79,U.S. Senate,,R,George Nethercutt,111,106,5
Chelan,80,U.S. Senate,,R,George Nethercutt,103,93,10
Chelan,,U.S. Senate,,R,George Nethercutt,16874,13928,2946
Chelan,1,U.S. Senate,,L,J Mills,0,0,0
Chelan,2,U.S. Senate,,L,J Mills,0,0,0
Chelan,3,U.S. Senate,,L,J Mills,0,0,0
Chelan,4,U.S. Senate,,L,J Mills,5,5,0
Chelan,5,U.S. Senate,,L,J Mills,3,3,0
Chelan,6,U.S. Senate,,L,J Mills,6,6,0
Chelan,7,U.S. Senate,,L,J Mills,1,1,0
Chelan,8,U.S. Senate,,L,J Mills,0,0,0
Chelan,9,U.S. Senate,,L,J Mills,0,0,0
Chelan,10,U.S. Senate,,L,J Mills,4,2,2
Chelan,11,U.S. Senate,,L,J Mills,0,0,0
Chelan,12,U.S. Senate,,L,J Mills,0,0,0
Chelan,13,U.S. Senate,,L,J Mills,0,0,0
Chelan,14,U.S. Senate,,L,J Mills,3,3,0
Chelan,15,U.S. Senate,,L,J Mills,4,2,2
Chelan,16,U.S. Senate,,L,J Mills,1,0,1
Chelan,17,U.S. Senate,,L,J Mills,0,0,0
Chelan,18,U.S. Senate,,L,J Mills,0,0,0
Chelan,19,U.S. Senate,,L,J Mills,5,3,2
Chelan,20,U.S. Senate,,L,J Mills,0,0,0
Chelan,21,U.S. Senate,,L,J Mills,2,2,0
Chelan,22,U.S. Senate,,L,J Mills,0,0,0
Chelan,23,U.S. Senate,,L,J Mills,0,0,0
Chelan,24,U.S. Senate,,L,J Mills,1,1,0
Chelan,25,U.S. Senate,,L,J Mills,0,0,0
Chelan,27,U.S. Senate,,L,J Mills,3,2,1
Chelan,28,U.S. Senate,,L,J Mills,6,5,1
Chelan,29 ENT,U.S. Senate,,L,J Mills,7,7,0
Chelan,30,U.S. Senate,,L,J Mills,2,2,0
Chelan,31,U.S. Senate,,L,J Mills,2,2,0
Chelan,32,U.S. Senate,,L,J Mills,5,3,2
Chelan,33,U.S. Senate,,L,J Mills,6,6,0
Chelan,34,U.S. Senate,,L,J Mills,1,1,0
Chelan,35,U.S. Senate,,L,J Mills,0,0,0
Chelan,36,U.S. Senate,,L,J Mills,3,2,1
Chelan,37,U.S. Senate,,L,J Mills,0,0,0
Chelan,38,U.S. Senate,,L,J Mills,0,0,0
Chelan,39,U.S. Senate,,L,J Mills,0,0,0
Chelan,40,U.S. Senate,,L,J Mills,0,0,0
Chelan,41,U.S. Senate,,L,J Mills,3,3,0
Chelan,42,U.S. Senate,,L,J Mills,6,4,2
Chelan,43 CHE,U.S. Senate,,L,J Mills,9,7,2
Chelan,44 CHE,U.S. Senate,,L,J Mills,1,1,0
Chelan,45 CHE,U.S. Senate,,L,J Mills,10,8,2
Chelan,46,U.S. Senate,,L,J Mills,8,7,1
Chelan,47,U.S. Senate,,L,J Mills,13,13,0
Chelan,48 CAS,U.S. Senate,,L,J Mills,7,6,1
Chelan,49 CAS,U.S. Senate,,L,J Mills,4,2,2
Chelan,50 CAS,U.S. Senate,,L,J Mills,5,3,2
Chelan,51 WEN,U.S. Senate,,L,J Mills,3,2,1
Chelan,52 WEN,U.S. Senate,,L,J Mills,7,7,0
Chelan,53 WEN,U.S. Senate,,L,J Mills,11,10,1
Chelan,54 WEN,U.S. Senate,,L,J Mills,6,5,1
Chelan,55 WEN,U.S. Senate,,L,J Mills,3,2,1
Chelan,56 WEN,U.S. Senate,,L,J Mills,11,8,3
Chelan,57 WEN,U.S. Senate,,L,J Mills,7,5,2
Chelan,58 WEN,U.S. Senate,,L,J Mills,7,7,0
Chelan,59 WEN,U.S. Senate,,L,J Mills,6,5,1
Chelan,60 WEN,U.S. Senate,,L,J Mills,11,11,0
Chelan,61 WEN,U.S. Senate,,L,J Mills,5,4,1
Chelan,62 WEN,U.S. Senate,,L,J Mills,7,6,1
Chelan,63 WEN,U.S. Senate,,L,J Mills,3,3,0
Chelan,64 WEN,U.S. Senate,,L,J Mills,5,4,1
Chelan,65 WEN,U.S. Senate,,L,J Mills,10,9,1
Chelan,66 WEN,U.S. Senate,,L,J Mills,8,7,1
Chelan,67 WEN,U.S. Senate,,L,J Mills,7,5,2
Chelan,68 LEV,U.S. Senate,,L,J Mills,6,6,0
Chelan,69 LEV,U.S. Senate,,L,J Mills,7,4,3
Chelan,70,U.S. Senate,,L,J Mills,5,3,2
Chelan,71,U.S. Senate,,L,J Mills,8,7,1
Chelan,72,U.S. Senate,,L,J Mills,9,9,0
Chelan,73,U.S. Senate,,L,J Mills,8,8,0
Chelan,74,U.S. Senate,,L,J Mills,7,7,0
Chelan,75,U.S. Senate,,L,J Mills,2,2,0
Chelan,76,U.S. Senate,,L,J Mills,6,6,0
Chelan,77,U.S. Senate,,L,J Mills,5,5,0
Chelan,78,U.S. Senate,,L,J Mills,0,0,0
Chelan,79,U.S. Senate,,L,J Mills,2,2,0
Chelan,80,U.S. Senate,,L,J Mills,2,2,0
Chelan,,U.S. Senate,,L,J Mills,320,273,47
Chelan,1,U.S. Senate,,G,Mark Wilson,0,0,0
Chelan,2,U.S. Senate,,G,Mark Wilson,0,0,0
Chelan,3,U.S. Senate,,G,Mark Wilson,2,1,1
Chelan,4,U.S. Senate,,G,Mark Wilson,0,0,0
Chelan,5,U.S. Senate,,G,Mark Wilson,1,0,1
Chelan,6,U.S. Senate,,G,Mark Wilson,3,2,1
Chelan,7,U.S. Senate,,G,Mark Wilson,0,0,0
Chelan,8,U.S. Senate,,G,Mark Wilson,6,5,1
Chelan,9,U.S. Senate,,G,Mark Wilson,0,0,0
Chelan,10,U.S. Senate,,G,Mark Wilson,4,4,0
Chelan,11,U.S. Senate,,G,Mark Wilson,0,0,0
Chelan,12,U.S. Senate,,G,Mark Wilson,0,0,0
Chelan,13,U.S. Senate,,G,Mark Wilson,0,0,0
Chelan,14,U.S. Senate,,G,Mark Wilson,4,4,0
Chelan,15,U.S. Senate,,G,Mark Wilson,1,1,0
Chelan,16,U.S. Senate,,G,Mark Wilson,1,1,0
Chelan,17,U.S. Senate,,G,Mark Wilson,0,0,0
Chelan,18,U.S. Senate,,G,Mark Wilson,1,0,1
Chelan,19,U.S. Senate,,G,Mark Wilson,5,5,0
Chelan,20,U.S. Senate,,G,Mark Wilson,1,1,0
Chelan,21,U.S. Senate,,G,Mark Wilson,0,0,0
Chelan,22,U.S. Senate,,G,Mark Wilson,2,1,1
Chelan,23,U.S. Senate,,G,Mark Wilson,0,0,0
Chelan,24,U.S. Senate,,G,Mark Wilson,1,1,0
Chelan,25,U.S. Senate,,G,Mark Wilson,1,1,0
Chelan,27,U.S. Senate,,G,Mark Wilson,0,0,0
Chelan,28,U.S. Senate,,G,Mark Wilson,6,5,1
Chelan,29 ENT,U.S. Senate,,G,Mark Wilson,6,5,1
Chelan,30,U.S. Senate,,G,Mark Wilson,0,0,0
Chelan,31,U.S. Senate,,G,Mark Wilson,1,1,0
Chelan,32,U.S. Senate,,G,Mark Wilson,1,1,0
Chelan,33,U.S. Senate,,G,Mark Wilson,3,3,0
Chelan,34,U.S. Senate,,G,Mark Wilson,2,2,0
Chelan,35,U.S. Senate,,G,Mark Wilson,0,0,0
Chelan,36,U.S. Senate,,G,Mark Wilson,0,0,0
Chelan,37,U.S. Senate,,G,Mark Wilson,0,0,0
Chelan,38,U.S. Senate,,G,Mark Wilson,0,0,0
Chelan,39,U.S. Senate,,G,Mark Wilson,3,3,0
Chelan,40,U.S. Senate,,G,Mark Wilson,3,3,0
Chelan,41,U.S. Senate,,G,Mark Wilson,1,1,0
Chelan,42,U.S. Senate,,G,Mark Wilson,4,3,1
Chelan,43 CHE,U.S. Senate,,G,Mark Wilson,4,3,1
Chelan,44 CHE,U.S. Senate,,G,Mark Wilson,1,1,0
Chelan,45 CHE,U.S. Senate,,G,Mark Wilson,9,5,4
Chelan,46,U.S. Senate,,G,Mark Wilson,8,8,0
Chelan,47,U.S. Senate,,G,Mark Wilson,5,5,0
Chelan,48 CAS,U.S. Senate,,G,Mark Wilson,5,3,2
Chelan,49 CAS,U.S. Senate,,G,Mark Wilson,3,3,0
Chelan,50 CAS,U.S. Senate,,G,Mark Wilson,6,6,0
Chelan,51 WEN,U.S. Senate,,G,Mark Wilson,7,6,1
Chelan,52 WEN,U.S. Senate,,G,Mark Wilson,5,4,1
Chelan,53 WEN,U.S. Senate,,G,Mark Wilson,3,3,0
Chelan,54 WEN,U.S. Senate,,G,Mark Wilson,4,4,0
Chelan,55 WEN,U.S. Senate,,G,Mark Wilson,2,1,1
Chelan,56 WEN,U.S. Senate,,G,Mark Wilson,5,2,3
Chelan,57 WEN,U.S. Senate,,G,Mark Wilson,6,6,0
Chelan,58 WEN,U.S. Senate,,G,Mark Wilson,5,4,1
Chelan,59 WEN,U.S. Senate,,G,Mark Wilson,2,0,2
Chelan,60 WEN,U.S. Senate,,G,Mark Wilson,16,12,4
Chelan,61 WEN,U.S. Senate,,G,Mark Wilson,6,4,2
Chelan,62 WEN,U.S. Senate,,G,Mark Wilson,3,3,0
Chelan,63 WEN,U.S. Senate,,G,Mark Wilson,8,8,0
Chelan,64 WEN,U.S. Senate,,G,Mark Wilson,2,2,0
Chelan,65 WEN,U.S. Senate,,G,Mark Wilson,2,2,0
Chelan,66 WEN,U.S. Senate,,G,Mark Wilson,5,3,2
Chelan,67 WEN,U.S. Senate,,G,Mark Wilson,6,6,0
Chelan,68 LEV,U.S. Senate,,G,Mark Wilson,8,4,4
Chelan,69 LEV,U.S. Senate,,G,Mark Wilson,10,8,2
Chelan,70,U.S. Senate,,G,Mark Wilson,3,3,0
Chelan,71,U.S. Senate,,G,Mark Wilson,6,5,1
Chelan,72,U.S. Senate,,G,Mark Wilson,5,3,2
Chelan,73,U.S. Senate,,G,Mark Wilson,3,2,1
Chelan,74,U.S. Senate,,G,Mark Wilson,1,1,0
Chelan,75,U.S. Senate,,G,Mark Wilson,5,4,1
Chelan,76,U.S. Senate,,G,Mark Wilson,3,3,0
Chelan,77,U.S. Senate,,G,Mark Wilson,4,3,1
Chelan,78,U.S. Senate,,G,Mark Wilson,0,0,0
Chelan,79,U.S. Senate,,G,Mark Wilson,0,0,0
Chelan,80,U.S. Senate,,G,Mark Wilson,2,1,1
Chelan,,U.S. Senate,,G,Mark Wilson,241,195,46
Chelan,1,U.S. Senate,,,Write-ins,0,0,0
Chelan,2,U.S. Senate,,,Write-ins,0,0,0
Chelan,3,U.S. Senate,,,Write-ins,0,0,0
Chelan,4,U.S. Senate,,,Write-ins,1,0,1
Chelan,5,U.S. Senate,,,Write-ins,0,0,0
Chelan,6,U.S. Senate,,,Write-ins,1,1,0
Chelan,7,U.S. Senate,,,Write-ins,0,0,0
Chelan,8,U.S. Senate,,,Write-ins,0,0,0
Chelan,9,U.S. Senate,,,Write-ins,0,0,0
Chelan,10,U.S. Senate,,,Write-ins,0,0,0
Chelan,11,U.S. Senate,,,Write-ins,0,0,0
Chelan,12,U.S. Senate,,,Write-ins,0,0,0
Chelan,13,U.S. Senate,,,Write-ins,0,0,0
Chelan,14,U.S. Senate,,,Write-ins,0,0,0
Chelan,15,U.S. Senate,,,Write-ins,0,0,0
Chelan,16,U.S. Senate,,,Write-ins,0,0,0
Chelan,17,U.S. Senate,,,Write-ins,0,0,0
Chelan,18,U.S. Senate,,,Write-ins,0,0,0
Chelan,19,U.S. Senate,,,Write-ins,0,0,0
Chelan,20,U.S. Senate,,,Write-ins,0,0,0
Chelan,21,U.S. Senate,,,Write-ins,0,0,0
Chelan,22,U.S. Senate,,,Write-ins,0,0,0
Chelan,23,U.S. Senate,,,Write-ins,0,0,0
Chelan,24,U.S. Senate,,,Write-ins,0,0,0
Chelan,25,U.S. Senate,,,Write-ins,0,0,0
Chelan,27,U.S. Senate,,,Write-ins,0,0,0
Chelan,28,U.S. Senate,,,Write-ins,0,0,0
Chelan,29 ENT,U.S. Senate,,,Write-ins,0,0,0
Chelan,30,U.S. Senate,,,Write-ins,0,0,0
Chelan,31,U.S. Senate,,,Write-ins,0,0,0
Chelan,32,U.S. Senate,,,Write-ins,0,0,0
Chelan,33,U.S. Senate,,,Write-ins,0,0,0
Chelan,34,U.S. Senate,,,Write-ins,0,0,0
Chelan,35,U.S. Senate,,,Write-ins,0,0,0
Chelan,36,U.S. Senate,,,Write-ins,0,0,0
Chelan,37,U.S. Senate,,,Write-ins,0,0,0
Chelan,38,U.S. Senate,,,Write-ins,0,0,0
Chelan,39,U.S. Senate,,,Write-ins,0,0,0
Chelan,40,U.S. Senate,,,Write-ins,0,0,0
Chelan,41,U.S. Senate,,,Write-ins,0,0,0
Chelan,42,U.S. Senate,,,Write-ins,0,0,0
Chelan,43 CHE,U.S. Senate,,,Write-ins,1,1,0
Chelan,44 CHE,U.S. Senate,,,Write-ins,0,0,0
Chelan,45 CHE,U.S. Senate,,,Write-ins,0,0,0
Chelan,46,U.S. Senate,,,Write-ins,1,1,0
Chelan,47,U.S. Senate,,,Write-ins,0,0,0
Chelan,48 CAS,U.S. Senate,,,Write-ins,1,0,1
Chelan,49 CAS,U.S. Senate,,,Write-ins,1,1,0
Chelan,50 CAS,U.S. Senate,,,Write-ins,0,0,0
Chelan,51 WEN,U.S. Senate,,,Write-ins,0,0,0
Chelan,52 WEN,U.S. Senate,,,Write-ins,2,1,1
Chelan,53 WEN,U.S. Senate,,,Write-ins,0,0,0
Chelan,54 WEN,U.S. Senate,,,Write-ins,1,1,0
Chelan,55 WEN,U.S. Senate,,,Write-ins,0,0,0
Chelan,56 WEN,U.S. Senate,,,Write-ins,1,1,0
Chelan,57 WEN,U.S. Senate,,,Write-ins,0,0,0
Chelan,58 WEN,U.S. Senate,,,Write-ins,0,0,0
Chelan,59 WEN,U.S. Senate,,,Write-ins,0,0,0
Chelan,60 WEN,U.S. Senate,,,Write-ins,0,0,0
Chelan,61 WEN,U.S. Senate,,,Write-ins,1,0,1
Chelan,62 WEN,U.S. Senate,,,Write-ins,0,0,0
Chelan,63 WEN,U.S. Senate,,,Write-ins,0,0,0
Chelan,64 WEN,U.S. Senate,,,Write-ins,0,0,0
Chelan,65 WEN,U.S. Senate,,,Write-ins,0,0,0
Chelan,66 WEN,U.S. Senate,,,Write-ins,0,0,0
Chelan,67 WEN,U.S. Senate,,,Write-ins,2,1,1
Chelan,68 LEV,U.S. Senate,,,Write-ins,0,0,0
Chelan,69 LEV,U.S. Senate,,,Write-ins,1,1,0
Chelan,70,U.S. Senate,,,Write-ins,1,1,0
Chelan,71,U.S. Senate,,,Write-ins,0,0,0
Chelan,72,U.S. Senate,,,Write-ins,0,0,0
Chelan,73,U.S. Senate,,,Write-ins,0,0,0
Chelan,74,U.S. Senate,,,Write-ins,1,1,0
Chelan,75,U.S. Senate,,,Write-ins,0,0,0
Chelan,76,U.S. Senate,,,Write-ins,0,0,0
Chelan,77,U.S. Senate,,,Write-ins,0,0,0
Chelan,78,U.S. Senate,,,Write-ins,0,0,0
Chelan,79,U.S. Senate,,,Write-ins,1,1,0
Chelan,80,U.S. Senate,,,Write-ins,0,0,0
Chelan,,U.S. Senate,,,Write-ins,17,12,5
Chelan,1,U.S. House,4,D,Sandy Matheson,7,7,0
Chelan,2,U.S. House,4,D,Sandy Matheson,15,15,0
Chelan,3,U.S. House,4,D,Sandy Matheson,22,21,1
Chelan,4,U.S. House,4,D,Sandy Matheson,101,85,16
Chelan,5,U.S. House,4,D,Sandy Matheson,122,104,18
Chelan,6,U.S. House,4,D,Sandy Matheson,92,75,17
Chelan,7,U.S. House,4,D,Sandy Matheson,2,1,1
Chelan,8,U.S. House,4,D,Sandy Matheson,66,55,11
Chelan,9,U.S. House,4,D,Sandy Matheson,24,18,6
Chelan,10,U.S. House,4,D,Sandy Matheson,180,135,45
Chelan,11,U.S. House,4,D,Sandy Matheson,6,5,1
Chelan,12,U.S. House,4,D,Sandy Matheson,21,19,2
Chelan,13,U.S. House,4,D,Sandy Matheson,8,8,0
Chelan,14,U.S. House,4,D,Sandy Matheson,118,96,22
Chelan,15,U.S. House,4,D,Sandy Matheson,106,87,19
Chelan,16,U.S. House,4,D,Sandy Matheson,106,85,21
Chelan,17,U.S. House,4,D,Sandy Matheson,9,9,0
Chelan,18,U.S. House,4,D,Sandy Matheson,25,15,10
Chelan,19,U.S. House,4,D,Sandy Matheson,237,212,25
Chelan,20,U.S. House,4,D,Sandy Matheson,32,26,6
Chelan,21,U.S. House,4,D,Sandy Matheson,30,29,1
Chelan,22,U.S. House,4,D,Sandy Matheson,77,54,23
Chelan,23,U.S. House,4,D,Sandy Matheson,40,29,11
Chelan,24,U.S. House,4,D,Sandy Matheson,58,46,12
Chelan,25,U.S. House,4,D,Sandy Matheson,12,12,0
Chelan,27,U.S. House,4,D,Sandy Matheson,20,12,8
Chelan,28,U.S. House,4,D,Sandy Matheson,154,127,27
Chelan,29 ENT,U.S. House,4,D,Sandy Matheson,118,74,44
Chelan,30,U.S. House,4,D,Sandy Matheson,59,57,2
Chelan,31,U.S. House,4,D,Sandy Matheson,18,15,3
Chelan,32,U.S. House,4,D,Sandy Matheson,67,51,16
Chelan,33,U.S. House,4,D,Sandy Matheson,44,41,3
Chelan,34,U.S. House,4,D,Sandy Matheson,14,12,2
Chelan,35,U.S. House,4,D,Sandy Matheson,4,4,0
Chelan,36,U.S. House,4,D,Sandy Matheson,101,79,22
Chelan,37,U.S. House,4,D,Sandy Matheson,3,3,0
Chelan,38,U.S. House,4,D,Sandy Matheson,27,27,0
Chelan,39,U.S. House,4,D,Sandy Matheson,116,89,27
Chelan,40,U.S. House,4,D,Sandy Matheson,28,28,0
Chelan,41,U.S. House,4,D,Sandy Matheson,146,139,7
Chelan,42,U.S. House,4,D,Sandy Matheson,79,55,24
Chelan,43 CHE,U.S. House,4,D,Sandy Matheson,150,132,18
Chelan,44 CHE,U.S. House,4,D,Sandy Matheson,126,107,19
Chelan,45 CHE,U.S. House,4,D,Sandy Matheson,263,197,66
Chelan,46,U.S. House,4,D,Sandy Matheson,126,100,26
Chelan,47,U.S. House,4,D,Sandy Matheson,183,171,12
Chelan,48 CAS,U.S. House,4,D,Sandy Matheson,113,80,33
Chelan,49 CAS,U.S. House,4,D,Sandy Matheson,94,72,22
Chelan,50 CAS,U.S. House,4,D,Sandy Matheson,145,119,26
Chelan,51 WEN,U.S. House,4,D,Sandy Matheson,172,140,32
Chelan,52 WEN,U.S. House,4,D,Sandy Matheson,218,182,36
Chelan,53 WEN,U.S. House,4,D,Sandy Matheson,236,195,41
Chelan,54 WEN,U.S. House,4,D,Sandy Matheson,209,171,38
Chelan,55 WEN,U.S. House,4,D,Sandy Matheson,206,162,44
Chelan,56 WEN,U.S. House,4,D,Sandy Matheson,222,160,62
Chelan,57 WEN,U.S. House,4,D,Sandy Matheson,244,172,72
Chelan,58 WEN,U.S. House,4,D,Sandy Matheson,246,176,70
Chelan,59 WEN,U.S. House,4,D,Sandy Matheson,225,182,43
Chelan,60 WEN,U.S. House,4,D,Sandy Matheson,295,226,69
Chelan,61 WEN,U.S. House,4,D,Sandy Matheson,203,165,38
Chelan,62 WEN,U.S. House,4,D,Sandy Matheson,301,252,49
Chelan,63 WEN,U.S. House,4,D,Sandy Matheson,198,168,30
Chelan,64 WEN,U.S. House,4,D,Sandy Matheson,167,132,35
Chelan,65 WEN,U.S. House,4,D,Sandy Matheson,183,133,50
Chelan,66 WEN,U.S. House,4,D,Sandy Matheson,207,148,59
Chelan,67 WEN,U.S. House,4,D,Sandy Matheson,233,177,56
Chelan,68 LEV,U.S. House,4,D,Sandy Matheson,223,181,42
Chelan,69 LEV,U.S. House,4,D,Sandy Matheson,259,205,54
Chelan,70,U.S. House,4,D,Sandy Matheson,104,84,20
Chelan,71,U.S. House,4,D,Sandy Matheson,153,113,40
Chelan,72,U.S. House,4,D,Sandy Matheson,138,108,30
Chelan,73,U.S. House,4,D,Sandy Matheson,194,178,16
Chelan,74,U.S. House,4,D,Sandy Matheson,218,205,13
Chelan,75,U.S. House,4,D,Sandy Matheson,113,101,12
Chelan,76,U.S. House,4,D,Sandy Matheson,136,113,23
Chelan,77,U.S. House,4,D,Sandy Matheson,137,115,22
Chelan,78,U.S. House,4,D,Sandy Matheson,24,23,1
Chelan,79,U.S. House,4,D,Sandy Matheson,63,62,1
Chelan,80,U.S. House,4,D,Sandy Matheson,41,37,4
Chelan,,U.S. House,4,D,Sandy Matheson,9282,7505,1777
Chelan,1,U.S. House,4,R,Doc Hastings,33,30,3
Chelan,2,U.S. House,4,R,Doc Hastings,34,34,0
Chelan,3,U.S. House,4,R,Doc Hastings,76,67,9
Chelan,4,U.S. House,4,R,Doc Hastings,377,332,45
Chelan,5,U.S. House,4,R,Doc Hastings,215,183,32
Chelan,6,U.S. House,4,R,Doc Hastings,337,281,56
Chelan,7,U.S. House,4,R,Doc Hastings,6,5,1
Chelan,8,U.S. House,4,R,Doc Hastings,199,163,36
Chelan,9,U.S. House,4,R,Doc Hastings,55,49,6
Chelan,10,U.S. House,4,R,Doc Hastings,379,318,61
Chelan,11,U.S. House,4,R,Doc Hastings,16,11,5
Chelan,12,U.S. House,4,R,Doc Hastings,54,50,4
Chelan,13,U.S. House,4,R,Doc Hastings,4,4,0
Chelan,14,U.S. House,4,R,Doc Hastings,244,193,51
Chelan,15,U.S. House,4,R,Doc Hastings,275,216,59
Chelan,16,U.S. House,4,R,Doc Hastings,179,150,29
Chelan,17,U.S. House,4,R,Doc Hastings,40,35,5
Chelan,18,U.S. House,4,R,Doc Hastings,60,45,15
Chelan,19,U.S. House,4,R,Doc Hastings,357,316,41
Chelan,20,U.S. House,4,R,Doc Hastings,34,30,4
Chelan,21,U.S. House,4,R,Doc Hastings,37,36,1
Chelan,22,U.S. House,4,R,Doc Hastings,119,95,24
Chelan,23,U.S. House,4,R,Doc Hastings,50,35,15
Chelan,24,U.S. House,4,R,Doc Hastings,131,114,17
Chelan,25,U.S. House,4,R,Doc Hastings,21,21,0
Chelan,27,U.S. House,4,R,Doc Hastings,26,22,4
Chelan,28,U.S. House,4,R,Doc Hastings,232,189,43
Chelan,29 ENT,U.S. House,4,R,Doc Hastings,235,182,53
Chelan,30,U.S. House,4,R,Doc Hastings,69,64,5
Chelan,31,U.S. House,4,R,Doc Hastings,18,16,2
Chelan,32,U.S. House,4,R,Doc Hastings,192,142,50
Chelan,33,U.S. House,4,R,Doc Hastings,63,60,3
Chelan,34,U.S. House,4,R,Doc Hastings,34,31,3
Chelan,35,U.S. House,4,R,Doc Hastings,18,18,0
Chelan,36,U.S. House,4,R,Doc Hastings,300,248,52
Chelan,37,U.S. House,4,R,Doc Hastings,6,6,0
Chelan,38,U.S. House,4,R,Doc Hastings,10,10,0
Chelan,39,U.S. House,4,R,Doc Hastings,296,256,40
Chelan,40,U.S. House,4,R,Doc Hastings,40,40,0
Chelan,41,U.S. House,4,R,Doc Hastings,266,256,10
Chelan,42,U.S. House,4,R,Doc Hastings,226,183,43
Chelan,43 CHE,U.S. House,4,R,Doc Hastings,273,230,43
Chelan,44 CHE,U.S. House,4,R,Doc Hastings,390,346,44
Chelan,45 CHE,U.S. House,4,R,Doc Hastings,361,298,63
Chelan,46,U.S. House,4,R,Doc Hastings,241,201,40
Chelan,47,U.S. House,4,R,Doc Hastings,423,405,18
Chelan,48 CAS,U.S. House,4,R,Doc Hastings,218,166,52
Chelan,49 CAS,U.S. House,4,R,Doc Hastings,319,251,68
Chelan,50 CAS,U.S. House,4,R,Doc Hastings,309,227,82
Chelan,51 WEN,U.S. House,4,R,Doc Hastings,410,352,58
Chelan,52 WEN,U.S. House,4,R,Doc Hastings,452,384,68
Chelan,53 WEN,U.S. House,4,R,Doc Hastings,473,394,79
Chelan,54 WEN,U.S. House,4,R,Doc Hastings,479,393,86
Chelan,55 WEN,U.S. House,4,R,Doc Hastings,335,271,64
Chelan,56 WEN,U.S. House,4,R,Doc Hastings,300,236,64
Chelan,57 WEN,U.S. House,4,R,Doc Hastings,458,344,114
Chelan,58 WEN,U.S. House,4,R,Doc Hastings,368,269,99
Chelan,59 WEN,U.S. House,4,R,Doc Hastings,443,379,64
Chelan,60 WEN,U.S. House,4,R,Doc Hastings,405,323,82
Chelan,61 WEN,U.S. House,4,R,Doc Hastings,585,479,106
Chelan,62 WEN,U.S. House,4,R,Doc Hastings,533,463,70
Chelan,63 WEN,U.S. House,4,R,Doc Hastings,415,352,63
Chelan,64 WEN,U.S. House,4,R,Doc Hastings,331,267,64
Chelan,65 WEN,U.S. House,4,R,Doc Hastings,334,265,69
